0,1,2,3,4
6.244997998398398,0.7,0.6515,0.1045,0.65
3.605551275463989,0.66,0.6212,0.0896,0.74
2.8284271247461903,0.66,0.6212,0.2239,0.74
2.23606797749979,0.66,0.6212,0.1642,0.69
4.47213595499958,0.66,0.6212,0.0,0.69
9.695359714832659,0.66,0.6212,0.0896,0.74
16.431676725154983,0.7,0.6515,0.0896,0.65
20.784609690826528,0.72,0.6818,0.1343,0.62
15.066519173319364,0.74,0.6818,0.1343,0.58
11.789826122551595,0.76,0.697,0.1045,0.52
13.114877048604,0.78,0.697,0.1045,0.46
14.177446878757825,0.8,0.7273,0.1045,0.43
14.247806848775006,0.82,0.7424,0.1045,0.43
13.341664064126334,0.8,0.7424,0.1642,0.49
12.727922061357855,0.82,0.7424,0.0,0.43
16.76305461424021,0.82,0.7576,0.1045,0.46
23.345235059857504,0.82,0.7576,0.1045,0.46
22.271057451320086,0.8,0.7576,0.1642,0.55
19.183326093250876,0.8,0.7727,0.1343,0.59
16.852299546352718,0.76,0.7273,0.1045,0.66
15.652475842498529,0.78,0.7424,0.2537,0.62
12.449899597988733,0.76,0.7273,0.2239,0.66
8.54400374531753,0.74,0.697,0.1642,0.66
6.082762530298219,0.72,0.697,0.194,0.74
3.872983346207417,0.7,0.6667,0.1343,0.74
2.23606797749979,0.7,0.6667,0.0896,0.79
2.449489742783178,0.7,0.6667,0.0,0.79
2.449489742783178,0.68,0.6364,0.0896,0.83
5.916079783099616,0.68,0.6364,0.0896,0.83
11.0,0.7,0.6667,0.0896,0.79
17.663521732655695,0.72,0.697,0.0,0.79
20.688160865577203,0.72,0.697,0.1045,0.74
13.74772708486752,0.7,0.6667,0.194,0.79
6.557438524302,0.7,0.6667,0.0896,0.79
11.269427669584644,0.72,0.697,0.0,0.74
12.328828005937952,0.74,0.697,0.0896,0.66
11.832159566199232,0.74,0.697,0.1045,0.7
12.767145334803704,0.76,0.7273,0.2836,0.66
13.601470508735444,0.76,0.7273,0.2836,0.7
16.583123951777,0.76,0.7273,0.2537,0.7
24.413111231467404,0.78,0.7424,0.2239,0.59
23.727621035409346,0.76,0.7121,0.194,0.62
19.849433241279208,0.74,0.697,0.2239,0.7
17.663521732655695,0.72,0.697,0.2537,0.74
15.524174696260024,0.7,0.6667,0.194,0.79
13.638181696985855,0.7,0.6667,0.194,0.79
9.899494936611665,0.68,0.6364,0.2239,0.83
5.916079783099616,0.66,0.5909,0.1343,0.89
4.0,0.66,0.5909,0.194,0.89
2.8284271247461903,0.66,0.5909,0.194,0.89
2.0,0.64,0.5606,0.1045,0.94
2.0,0.64,0.5758,0.1045,0.89
5.656854249492381,0.64,0.5758,0.1045,0.89
10.862780491200215,0.64,0.5758,0.1343,0.89
17.08800749063506,0.66,0.5909,0.1045,0.89
21.047565179849187,0.7,0.6667,0.194,0.79
13.379088160259652,0.74,0.697,0.1642,0.7
10.04987562112089,0.78,0.7424,0.0,0.62
11.916375287812984,0.82,0.7727,0.1343,0.52
13.076696830622021,0.84,0.7727,0.0,0.41
12.449899597988733,0.86,0.7879,0.0,0.41
12.649110640673518,0.86,0.7879,0.2537,0.41
12.884098726725126,0.86,0.7879,0.2537,0.41
16.278820596099706,0.86,0.7727,0.2239,0.39
23.853720883753127,0.86,0.7576,0.2537,0.36
23.706539182259394,0.84,0.7576,0.2985,0.44
19.1049731745428,0.82,0.7727,0.2836,0.52
16.881943016134134,0.76,0.7121,0.3582,0.58
14.45683229480096,0.74,0.6818,0.1642,0.62
13.490737563232042,0.74,0.6818,0.1642,0.62
11.357816691600547,0.72,0.6818,0.0,0.66
6.855654600401044,0.74,0.697,0.1045,0.66
5.830951894845301,0.72,0.697,0.0,0.79
4.69041575982343,0.7,0.6667,0.1642,0.74
2.449489742783178,0.68,0.6364,0.1045,0.79
3.3166247903554,0.7,0.6667,0.2537,0.79
5.196152422706632,0.68,0.6364,0.2537,0.79
10.099504938362077,0.7,0.6667,0.1045,0.74
18.2208671582886,0.7,0.6667,0.194,0.79
21.37755832643195,0.72,0.697,0.2537,0.74
15.524174696260024,0.76,0.7273,0.2985,0.7
11.74734012447073,0.74,0.697,0.3582,0.7
12.84523257866513,0.74,0.7121,0.2537,0.74
14.594519519326424,0.76,0.7273,0.2836,0.7
15.132745950421556,0.78,0.7576,0.2836,0.66
14.696938456699069,0.8,0.7879,0.3582,0.63
11.874342087037917,0.8,0.7879,0.3582,0.63
11.489125293076057,0.68,0.6364,0.4478,0.83
12.922847983320086,0.66,0.5909,0.4478,0.89
17.776388834631177,0.66,0.6061,0.0896,0.83
16.431676725154983,0.66,0.6061,0.0896,0.83
15.811388300841896,0.66,0.6061,0.1642,0.83
14.2828568570857,0.66,0.6061,0.2537,0.83
13.0,0.66,0.6061,0.194,0.78
12.288205727444508,0.66,0.6061,0.0896,0.78
11.0,0.66,0.6061,0.1343,0.83
7.280109889280518,0.64,0.5758,0.1045,0.89
7.416198487095663,0.64,0.5758,0.1642,0.89
5.477225575051661,0.64,0.5758,0.1343,0.89
2.449489742783178,0.64,0.5758,0.2239,0.83
3.872983346207417,0.62,0.5606,0.1642,0.88
6.164414002968976,0.64,0.5758,0.194,0.83
8.426149773176359,0.66,0.6061,0.194,0.78
13.490737563232042,0.7,0.6515,0.2537,0.7
15.716233645501712,0.74,0.6818,0.2836,0.58
16.24807680927192,0.76,0.697,0.1642,0.52
17.029386365926403,0.78,0.697,0.2985,0.46
19.131126469708992,0.8,0.7273,0.2537,0.46
20.396078054371138,0.82,0.7424,0.2239,0.41
19.313207915827967,0.84,0.7424,0.1343,0.36
20.049937655763422,0.84,0.7273,0.0896,0.34
20.396078054371138,0.82,0.7273,0.0,0.38
20.024984394500787,0.84,0.7273,0.0,0.32
19.44222209522358,0.82,0.7273,0.1045,0.36
17.4928556845359,0.76,0.697,0.1642,0.55
17.72004514666935,0.76,0.7121,0.2239,0.58
15.427248620541512,0.74,0.6818,0.1642,0.58
14.628738838327793,0.72,0.6818,0.1642,0.62
11.832159566199232,0.72,0.6667,0.194,0.58
12.409673645990857,0.7,0.6515,0.1642,0.61
10.63014581273465,0.7,0.6515,0.1343,0.61
9.797958971132712,0.68,0.6364,0.0896,0.69
5.0,0.66,0.6212,0.0896,0.74
2.23606797749979,0.66,0.6212,0.0896,0.69
4.123105625617661,0.66,0.6212,0.0,0.74
5.0,0.64,0.5909,0.0896,0.78
8.06225774829855,0.7,0.6515,0.0896,0.7
9.591663046625438,0.72,0.6818,0.0,0.66
13.0,0.74,0.697,0.0896,0.66
16.3707055437449,0.76,0.697,0.1343,0.55
16.941074346097416,0.78,0.7273,0.194,0.55
19.4164878389476,0.82,0.7576,0.2836,0.46
19.157244060668017,0.8,0.7273,0.2985,0.46
18.681541692269406,0.82,0.7424,0.3284,0.41
19.0,0.84,0.7424,0.2836,0.39
19.28730152198591,0.84,0.7576,0.2836,0.41
19.05255888325765,0.84,0.7424,0.2239,0.36
19.05255888325765,0.82,0.7424,0.2836,0.43
17.406895185529212,0.8,0.7424,0.3284,0.49
16.3707055437449,0.76,0.697,0.194,0.55
15.066519173319364,0.74,0.6818,0.2537,0.62
11.958260743101398,0.74,0.697,0.2239,0.66
8.48528137423857,0.72,0.6818,0.2537,0.66
5.916079783099616,0.7,0.6515,0.194,0.65
3.1622776601683795,0.7,0.6515,0.2836,0.61
3.4641016151377544,0.7,0.6515,0.2239,0.61
3.1622776601683795,0.68,0.6364,0.1642,0.65
2.0,0.66,0.6212,0.2239,0.74
5.0990195135927845,0.66,0.6212,0.1343,0.74
11.0,0.68,0.6364,0.194,0.74
17.804493814764857,0.7,0.6667,0.2537,0.74
20.493901531919196,0.74,0.697,0.2836,0.66
14.422205101855956,0.78,0.7424,0.2985,0.59
10.816653826391969,0.8,0.7576,0.3582,0.55
11.313708498984761,0.82,0.7879,0.2985,0.56
12.165525060596439,0.84,0.803,0.2836,0.53
11.874342087037917,0.86,0.8182,0.2537,0.5
11.575836902790225,0.86,0.8333,0.2836,0.53
12.083045973594572,0.86,0.8485,0.4179,0.56
15.459624833740307,0.86,0.8485,0.3881,0.56
22.67156809750927,0.86,0.8485,0.4179,0.56
21.72556098240043,0.86,0.8333,0.3881,0.53
19.313207915827967,0.84,0.8333,0.3284,0.59
15.362291495737216,0.72,0.697,0.4179,0.74
11.40175425099138,0.7,0.6667,0.4179,0.79
9.486832980505138,0.72,0.697,0.1343,0.74
7.416198487095663,0.7,0.6667,0.1343,0.79
4.69041575982343,0.7,0.6667,0.1343,0.79
3.7416573867739413,0.7,0.6667,0.0896,0.79
3.0,0.7,0.6667,0.1045,0.79
2.8284271247461903,0.7,0.6667,0.0,0.79
2.449489742783178,0.7,0.6667,0.1642,0.79
5.0,0.7,0.6667,0.0896,0.79
10.723805294763608,0.74,0.6818,0.2239,0.58
18.16590212458495,0.76,0.697,0.194,0.55
20.42057785666214,0.76,0.7121,0.2239,0.58
13.2664991614216,0.78,0.7273,0.4925,0.55
11.090536506409418,0.82,0.7727,0.1642,0.52
11.180339887498949,0.82,0.7727,0.1642,0.52
12.767145334803704,0.86,0.7879,0.2985,0.44
11.661903789690601,0.86,0.803,0.2239,0.47
11.135528725660043,0.9,0.8485,0.2985,0.42
12.165525060596439,0.9,0.8485,0.3582,0.42
14.212670403551895,0.86,0.7879,0.2836,0.44
20.688160865577203,0.88,0.8182,0.2836,0.44
22.60530911091463,0.86,0.803,0.2985,0.47
18.35755975068582,0.84,0.7576,0.2836,0.44
17.549928774784245,0.82,0.7424,0.194,0.43
16.06237840420901,0.82,0.7424,0.1045,0.43
13.92838827718412,0.8,0.7273,0.1343,0.46
8.888194417315589,0.78,0.7121,0.0,0.52
6.782329983125268,0.76,0.7121,0.0,0.62
3.4641016151377544,0.76,0.697,0.0,0.55
2.23606797749979,0.76,0.697,0.0,0.55
2.0,0.74,0.6818,0.194,0.58
2.23606797749979,0.74,0.6818,0.2537,0.58
5.0990195135927845,0.74,0.6818,0.194,0.58
11.0,0.74,0.6818,0.1642,0.58
17.69180601295413,0.76,0.697,0.2537,0.55
21.18962010041709,0.8,0.7424,0.2537,0.49
13.638181696985855,0.82,0.7424,0.194,0.41
10.63014581273465,0.82,0.7576,0.194,0.46
12.84523257866513,0.84,0.7424,0.1642,0.39
13.19090595827292,0.84,0.7576,0.2836,0.41
12.569805089976535,0.82,0.7576,0.1343,0.46
10.770329614269007,0.82,0.7576,0.1343,0.46
6.782329983125268,0.64,0.5606,0.1343,0.94
11.874342087037917,0.66,0.5909,0.0,0.89
22.090722034374522,0.7,0.6667,0.0,0.79
21.517434791350013,0.72,0.697,0.1343,0.79
20.46948949045872,0.7,0.6667,0.1045,0.79
18.49324200890693,0.7,0.6667,0.1642,0.84
15.811388300841896,0.7,0.6667,0.1045,0.79
13.564659966250536,0.68,0.6364,0.194,0.83
