0,1,2,3,4
15.524174696260024,0.24,0.2424,0.1642,0.7
10.770329614269007,0.26,0.2576,0.194,0.65
11.74734012447073,0.3,0.303,0.1642,0.56
13.820274961085254,0.36,0.3333,0.2537,0.5
14.2828568570857,0.4,0.4091,0.2836,0.43
13.341664064126334,0.46,0.4545,0.194,0.36
14.89966442575134,0.52,0.5,0.2537,0.27
17.146428199482248,0.52,0.5,0.2836,0.27
21.817424229271428,0.46,0.4545,0.2239,0.36
20.46948949045872,0.5,0.4848,0.2537,0.29
16.492422502470642,0.46,0.4545,0.2836,0.33
13.30413469565007,0.42,0.4242,0.194,0.41
12.409673645990857,0.4,0.4091,0.2239,0.43
11.61895003862225,0.36,0.3485,0.194,0.5
10.04987562112089,0.36,0.3788,0.0,0.5
8.888194417315589,0.36,0.3485,0.1642,0.5
7.874007874011811,0.38,0.3939,0.1642,0.46
6.164414002968976,0.36,0.3636,0.1045,0.5
4.47213595499958,0.32,0.3333,0.1045,0.57
3.1622776601683795,0.32,0.3333,0.0896,0.57
3.0,0.26,0.2727,0.1045,0.75
2.6457513110645907,0.26,0.2727,0.1045,0.75
4.47213595499958,0.22,0.2273,0.194,0.87
8.0,0.24,0.2576,0.1045,0.75
11.40175425099138,0.22,0.2273,0.1343,0.8
14.247806848775006,0.28,0.303,0.0896,0.75
18.0,0.34,0.3182,0.2239,0.57
19.390719429665317,0.4,0.4091,0.2239,0.43
21.095023109728988,0.44,0.4394,0.194,0.44
22.627416997969522,0.5,0.4848,0.2836,0.42
21.18962010041709,0.58,0.5455,0.2985,0.37
20.024984394500787,0.56,0.5303,0.2836,0.37
17.944358444926362,0.54,0.5152,0.1343,0.43
17.233687939614086,0.54,0.5152,0.1343,0.45
14.66287829861518,0.52,0.5,0.1045,0.42
13.038404810405298,0.5,0.4848,0.2537,0.39
11.832159566199232,0.44,0.4394,0.2239,0.44
10.44030650891055,0.44,0.4394,0.2537,0.38
10.908712114635714,0.42,0.4242,0.2239,0.38
9.539392014169456,0.38,0.3939,0.2836,0.4
8.48528137423857,0.34,0.3333,0.194,0.42
8.18535277187245,0.36,0.3333,0.2836,0.37
5.656854249492381,0.34,0.3333,0.1343,0.42
2.449489742783178,0.32,0.303,0.2537,0.49
1.4142135623730951,0.32,0.3333,0.1045,0.49
1.4142135623730951,0.3,0.3333,0.0,0.52
4.898979485566356,0.3,0.3333,0.0,0.52
7.54983443527075,0.3,0.303,0.1343,0.52
11.180339887498949,0.32,0.3333,0.1343,0.53
14.422205101855956,0.34,0.3333,0.1642,0.49
16.0,0.36,0.3485,0.2239,0.46
18.734993995195193,0.38,0.3939,0.2239,0.43
18.520259177452136,0.4,0.4091,0.2985,0.37
18.110770276274835,0.4,0.4091,0.194,0.4
18.16590212458495,0.4,0.4091,0.2836,0.37
17.72004514666935,0.4,0.4091,0.2985,0.37
14.798648586948742,0.38,0.3939,0.2239,0.4
13.45362404707371,0.34,0.3182,0.2239,0.46
10.583005244258363,0.32,0.3182,0.194,0.49
11.224972160321824,0.3,0.303,0.1642,0.52
9.539392014169456,0.28,0.2727,0.2239,0.56
7.615773105863909,0.26,0.2727,0.1045,0.6
5.477225575051661,0.26,0.2424,0.2537,0.56
3.872983346207417,0.24,0.2273,0.2239,0.6
2.23606797749979,0.24,0.2424,0.1343,0.6
2.23606797749979,0.24,0.2424,0.1343,0.56
1.7320508075688772,0.24,0.2424,0.1642,0.52
2.0,0.22,0.2424,0.1045,0.64
4.58257569495584,0.2,0.2273,0.0896,0.64
9.38083151964686,0.22,0.2273,0.1343,0.6
15.491933384829668,0.22,0.2424,0.1045,0.6
20.493901531919196,0.22,0.2576,0.0896,0.55
14.035668847618199,0.22,0.2727,0.0,0.64
10.392304845413264,0.24,0.2879,0.0,0.6
9.38083151964686,0.26,0.2879,0.0896,0.56
10.14889156509222,0.26,0.2727,0.1045,0.56
8.94427190999916,0.26,0.2727,0.1045,0.56
7.0710678118654755,0.22,0.2273,0.1642,0.75
8.306623862918075,0.22,0.2273,0.1642,0.75
7.0,0.22,0.2576,0.0896,0.87
12.328828005937952,0.22,0.2727,0.0,0.87
12.806248474865697,0.2,0.2273,0.0896,0.86
13.784048752090222,0.2,0.2273,0.0896,0.93
11.489125293076057,0.2,0.2273,0.0896,0.86
8.888194417315589,0.2,0.2576,0.0,0.93
7.874007874011811,0.2,0.2273,0.1045,0.92
7.211102550927978,0.22,0.2424,0.1045,0.87
3.7416573867739413,0.22,0.2424,0.1045,0.87
2.23606797749979,0.22,0.2424,0.1045,0.93
2.0,0.22,0.2273,0.1642,0.87
2.0,0.2,0.2121,0.1642,0.86
4.795831523312719,0.4,0.4091,0.2239,0.47
8.888194417315589,0.18,0.1818,0.194,0.93
14.89966442575134,0.18,0.197,0.1642,0.93
21.702534414210707,0.18,0.197,0.1642,0.93
13.96424004376894,0.18,0.197,0.1642,0.93
9.1104335791443,0.18,0.197,0.1642,0.93
10.04987562112089,0.42,0.4242,0.2985,0.38
11.832159566199232,0.42,0.4242,0.2985,0.38
13.341664064126334,0.42,0.4242,0.2985,0.38
10.295630140987,0.42,0.4242,0.2985,0.38
11.661903789690601,0.42,0.4242,0.2985,0.38
15.491933384829668,0.42,0.4242,0.3582,0.38
21.447610589527216,0.42,0.4242,0.2537,0.38
19.621416870348583,0.4,0.4091,0.1045,0.4
16.76305461424021,0.38,0.3939,0.1045,0.46
14.142135623730951,0.34,0.3485,0.1045,0.53
10.770329614269007,0.32,0.3333,0.0896,0.66
10.677078252031311,0.3,0.303,0.0896,0.7
6.4031242374328485,0.26,0.2727,0.1045,0.81
5.291502622129181,0.26,0.303,0.0,0.81
2.6457513110645907,0.24,0.2576,0.0896,0.87
2.23606797749979,0.2,0.2121,0.1642,0.85
2.0,0.22,0.2727,0.0,0.8
1.4142135623730951,0.2,0.2121,0.1343,0.8
4.69041575982343,0.2,0.2121,0.1343,0.8
8.602325267042627,0.2,0.2121,0.1343,0.86
16.0,0.2,0.2121,0.1343,0.8
22.338307903688676,0.2,0.2273,0.1045,0.82
15.0,0.2,0.2121,0.1343,0.86
9.848857801796104,0.24,0.2424,0.1343,0.87
9.9498743710662,0.26,0.2879,0.0896,0.87
7.416198487095663,0.3,0.3333,0.0,0.81
8.06225774829855,0.32,0.3485,0.0,0.76
8.54400374531753,0.32,0.3333,0.1045,0.81
8.888194417315589,0.34,0.3485,0.0896,0.87
10.862780491200215,0.34,0.3182,0.2537,0.87
11.575836902790225,0.34,0.3182,0.2239,0.87
9.899494936611665,0.34,0.3333,0.194,0.87
9.643650760992955,0.32,0.303,0.2239,0.93
7.54983443527075,0.32,0.3182,0.1642,0.93
5.385164807134504,0.34,0.3182,0.2239,0.87
7.0,0.34,0.3333,0.194,0.87
3.0,0.34,0.3182,0.2239,0.87
1.7320508075688772,0.34,0.3333,0.194,0.93
1.7320508075688772,0.36,0.3485,0.194,0.93
1.4142135623730951,0.36,0.3485,0.2537,0.93
1.7320508075688772,0.36,0.3485,0.2537,0.93
1.4142135623730951,0.36,0.3485,0.194,0.93
4.0,0.34,0.3485,0.0896,0.93
9.433981132056603,0.36,0.3485,0.1343,0.93
14.832396974191326,0.34,0.3182,0.2836,0.87
22.538855339169288,0.32,0.3182,0.194,0.81
15.165750888103101,0.32,0.3333,0.1045,0.81
9.486832980505138,0.34,0.3485,0.1045,0.81
10.908712114635714,0.34,0.3485,0.1045,0.81
12.0,0.34,0.3485,0.1045,0.81
13.527749258468683,0.42,0.4242,0.1642,0.77
12.489995996796797,0.42,0.4242,0.1642,0.77
13.711309200802088,0.44,0.4394,0.1343,0.72
16.76305461424021,0.46,0.4545,0.194,0.67
22.24859546128699,0.46,0.4545,0.1642,0.63
20.518284528683193,0.44,0.4394,0.194,0.67
18.16590212458495,0.42,0.4242,0.1642,0.71
15.491933384829668,0.42,0.4242,0.194,0.71
13.19090595827292,0.44,0.4394,0.1343,0.67
11.532562594670797,0.38,0.3939,0.2985,0.76
8.18535277187245,0.4,0.4091,0.3284,0.76
6.48074069840786,0.4,0.4091,0.2836,0.71
3.4641016151377544,0.38,0.3939,0.2985,0.76
3.7416573867739413,0.4,0.4091,0.3582,0.76
2.6457513110645907,0.36,0.3333,0.2537,0.87
1.7320508075688772,0.32,0.2879,0.4925,0.7
4.58257569495584,0.3,0.2424,0.5522,0.7
8.54400374531753,0.26,0.2576,0.2239,0.75
13.30413469565007,0.26,0.2576,0.2239,0.6
20.46948949045872,0.24,0.2121,0.3582,0.52
14.628738838327793,0.22,0.197,0.3881,0.47
10.14889156509222,0.24,0.197,0.4478,0.44
10.677078252031311,0.24,0.1818,0.6119,0.38
12.409673645990857,0.24,0.197,0.4925,0.38
12.409673645990857,0.26,0.2121,0.5224,0.33
11.357816691600547,0.26,0.2121,0.5522,0.33
11.74734012447073,0.26,0.2121,0.5821,0.33
15.264337522473747,0.28,0.2424,0.4627,0.3
18.2208671582886,0.28,0.2424,0.4179,0.33
17.349351572897472,0.26,0.2273,0.2985,0.38
14.352700094407323,0.26,0.2424,0.2836,0.38
11.661903789690601,0.24,0.2424,0.1642,0.41
10.099504938362077,0.24,0.2121,0.2836,0.41
8.06225774829855,0.2,0.1818,0.3284,0.47
8.06225774829855,0.18,0.1818,0.194,0.47
6.6332495807108,0.16,0.1818,0.1045,0.47
7.0710678118654755,0.16,0.1515,0.194,0.47
6.164414002968976,0.16,0.1667,0.1642,0.47
4.47213595499958,0.14,0.1667,0.1045,0.54
1.7320508075688772,0.14,0.1515,0.1343,0.5
2.0,0.14,0.1515,0.1343,0.5
2.23606797749979,0.14,0.1515,0.0,0.5
4.898979485566356,0.14,0.1515,0.1343,0.5
9.591663046625438,0.12,0.1515,0.1045,0.54
9.0,0.14,0.1667,0.1045,0.5
12.206555615733702,0.16,0.2273,0.0,0.47
13.341664064126334,0.2,0.197,0.194,0.4
14.798648586948742,0.22,0.2121,0.2537,0.41
14.832396974191326,0.22,0.2121,0.2836,0.44
15.198684153570664,0.24,0.2121,0.2985,0.41
15.033296378372908,0.24,0.2121,0.2985,0.38
14.352700094407323,0.24,0.2273,0.2239,0.38
12.0,0.24,0.2273,0.2537,0.41
11.958260743101398,0.22,0.2273,0.194,0.41
10.099504938362077,0.2,0.197,0.2239,0.47
10.14889156509222,0.2,0.197,0.2537,0.44
8.306623862918075,0.18,0.1667,0.2537,0.43
8.12403840463596,0.16,0.1364,0.3582,0.47
8.717797887081348,0.16,0.1515,0.2239,0.47
7.681145747868608,0.16,0.1364,0.3284,0.47
6.48074069840786,0.16,0.1364,0.2985,0.47
6.557438524302,0.16,0.1364,0.2836,0.47
5.0,0.16,0.1364,0.3881,0.48
2.449489742783178,0.16,0.1364,0.3881,0.47
2.23606797749979,0.16,0.1364,0.3284,0.47
2.8284271247461903,0.14,0.1212,0.2836,0.5
4.123105625617661,0.12,0.1212,0.2836,0.54
6.0,0.12,0.1212,0.2239,0.54
9.486832980505138,0.12,0.1364,0.194,0.54
11.224972160321824,0.14,0.1212,0.2836,0.54
12.84523257866513,0.16,0.1515,0.2239,0.47
15.297058540778355,0.18,0.1667,0.2985,0.4
14.966629547095765,0.2,0.1818,0.2836,0.34
13.711309200802088,0.2,0.1818,0.3582,0.32
14.352700094407323,0.22,0.2273,0.194,0.27
14.317821063276353,0.22,0.2121,0.2985,0.29
12.083045973594572,0.22,0.2121,0.2537,0.25
10.954451150103322,0.18,0.1818,0.2239,0.29
10.488088481701515,0.16,0.1667,0.1642,0.37
9.746794344808963,0.16,0.1818,0.1045,0.37
8.48528137423857,0.16,0.1667,0.1642,0.4
7.745966692414834,0.18,0.2121,0.0896,0.37
5.385164807134504,0.16,0.197,0.0896,0.43
5.0,0.14,0.1515,0.1343,0.46
4.47213595499958,0.14,0.1667,0.1045,0.43
4.123105625617661,0.14,0.2121,0.0,0.46
1.7320508075688772,0.12,0.197,0.0,0.5
2.8284271247461903,0.12,0.1515,0.1045,0.58
2.449489742783178,0.12,0.1667,0.0896,0.54
3.605551275463989,0.1,0.1364,0.0896,0.54
5.744562646538029,0.1,0.1364,0.1045,0.54
8.831760866327848,0.1,0.1212,0.1642,0.58
9.797958971132712,0.1,0.1212,0.1642,0.58
11.224972160321824,0.14,0.1364,0.194,0.59
13.379088160259652,0.16,0.1515,0.2537,0.59
13.601470508735444,0.2,0.1818,0.3284,0.55
15.0996688705415,0.24,0.197,0.4179,0.41
13.45362404707371,0.24,0.2121,0.3881,0.44
13.856406460551018,0.26,0.2121,0.4478,0.44
13.416407864998739,0.26,0.2273,0.3582,0.44
13.892443989449804,0.26,0.2273,0.3284,0.48
13.45362404707371,0.26,0.2273,0.3284,0.52
12.0,0.26,0.2424,0.2836,0.56
9.486832980505138,0.26,0.2424,0.2836,0.6
7.0,0.28,0.2576,0.3284,0.52
6.557438524302,0.3,0.2727,0.3582,0.49
5.291502622129181,0.26,0.2273,0.2985,0.7
3.4641016151377544,0.26,0.2273,0.3284,0.7
1.4142135623730951,0.28,0.2576,0.3582,0.65
3.4641016151377544,0.28,0.2727,0.2537,0.75
1.4142135623730951,0.32,0.303,0.3284,0.66
3.605551275463989,0.32,0.303,0.3284,0.66
7.54983443527075,0.3,0.2879,0.2537,0.75
11.224972160321824,0.3,0.2879,0.2239,0.81
9.643650760992955,0.3,0.2879,0.2836,0.81
8.246211251235321,0.32,0.303,0.2537,0.81
7.874007874011811,0.3,0.2879,0.2537,0.87
8.660254037844387,0.34,0.3485,0.1045,0.87
9.273618495495704,0.32,0.303,0.2836,0.87
10.14889156509222,0.38,0.3939,0.3284,0.76
11.489125293076057,0.44,0.4394,0.4925,0.62
11.357816691600547,0.44,0.4394,0.4925,0.62
14.798648586948742,0.46,0.4545,0.5522,0.63
21.494185260204677,0.46,0.4545,0.4478,0.63
21.517434791350013,0.46,0.4545,0.4478,0.63
17.549928774784245,0.46,0.4545,0.4179,0.63
13.416407864998739,0.46,0.4545,0.3582,0.63
13.416407864998739,0.46,0.4545,0.4627,0.67
9.486832980505138,0.46,0.4545,0.3881,0.72
7.810249675906654,0.46,0.4545,0.3881,0.72
4.123105625617661,0.46,0.4545,0.3284,0.77
3.1622776601683795,0.46,0.4545,0.3284,0.77
1.4142135623730951,0.44,0.4394,0.4925,0.51
2.0,0.44,0.4394,0.4925,0.51
1.0,0.34,0.2879,0.5224,0.46
5.385164807134504,0.34,0.2879,0.5224,0.46
9.38083151964686,0.34,0.2879,0.5224,0.36
16.217274740226856,0.32,0.2879,0.3582,0.42
22.11334438749598,0.3,0.2727,0.4179,0.52
14.212670403551895,0.28,0.2576,0.3284,0.52
9.643650760992955,0.3,0.2727,0.4627,0.42
10.677078252031311,0.3,0.2727,0.3881,0.42
12.68857754044952,0.3,0.2576,0.4925,0.39
11.40175425099138,0.3,0.2727,0.4627,0.42
10.246950765959598,0.3,0.2727,0.3881,0.33
11.40175425099138,0.3,0.2576,0.5224,0.33
13.2664991614216,0.28,0.2273,0.5224,0.3
18.601075237738275,0.26,0.2121,0.4478,0.33
18.841443681416774,0.24,0.2121,0.3582,0.32
16.0,0.22,0.197,0.3881,0.37
12.84523257866513,0.22,0.2121,0.2537,0.37
11.135528725660043,0.2,0.1667,0.4179,0.4
8.831760866327848,0.18,0.1667,0.2537,0.47
6.164414002968976,0.16,0.1364,0.2985,0.47
4.0,0.14,0.1364,0.194,0.5
2.23606797749979,0.14,0.1515,0.1642,0.5
1.7320508075688772,0.14,0.1515,0.1343,0.5
2.0,0.12,0.1515,0.1045,0.54
1.0,0.12,0.1515,0.1045,0.54
4.358898943540674,0.12,0.1212,0.2537,0.55
9.273618495495704,0.12,0.1364,0.1642,0.54
14.352700094407323,0.12,0.1667,0.0896,0.54
20.566963801203133,0.12,0.1515,0.1045,0.54
14.491376746189438,0.12,0.197,0.0,0.54
10.392304845413264,0.14,0.2121,0.0,0.59
9.9498743710662,0.16,0.1667,0.1642,0.55
10.535653752852738,0.2,0.197,0.194,0.51
11.135528725660043,0.22,0.2121,0.2836,0.47
10.908712114635714,0.24,0.2273,0.194,0.44
11.269427669584644,0.26,0.2273,0.2985,0.44
13.892443989449804,0.26,0.2273,0.3284,0.41
19.621416870348583,0.26,0.2273,0.3284,0.44
19.0,0.26,0.2273,0.3284,0.44
15.297058540778355,0.26,0.2273,0.2985,0.48
13.820274961085254,0.26,0.2121,0.4478,0.52
11.0,0.26,0.2273,0.3582,0.44
9.486832980505138,0.26,0.2273,0.4179,0.44
7.483314773547883,0.26,0.2273,0.3284,0.48
5.196152422706632,0.26,0.2273,0.2985,0.48
3.872983346207417,0.26,0.2727,0.1343,0.48
3.3166247903554,0.26,0.2727,0.1343,0.48
2.0,0.24,0.2576,0.1045,0.52
1.7320508075688772,0.22,0.2424,0.1045,0.6
4.358898943540674,0.22,0.2424,0.1045,0.6
8.246211251235321,0.24,0.2121,0.2836,0.6
13.601470508735444,0.22,0.2121,0.2239,0.69
20.615528128088304,0.22,0.2121,0.2537,0.64
16.217274740226856,0.22,0.197,0.3881,0.47
9.848857801796104,0.22,0.2121,0.2836,0.44
11.090536506409418,0.2,0.1818,0.3582,0.32
11.135528725660043,0.2,0.1818,0.3284,0.34
12.489995996796797,0.22,0.2121,0.2985,0.32
10.723805294763608,0.22,0.2121,0.2985,0.35
12.489995996796797,0.22,0.2273,0.194,0.35
13.19090595827292,0.2,0.2121,0.1642,0.37
18.681541692269406,0.22,0.2576,0.0896,0.32
17.349351572897472,0.2,0.2273,0.0896,0.34
13.856406460551018,0.2,0.2273,0.1045,0.37
11.916375287812984,0.2,0.2273,0.0896,0.34
10.198039027185569,0.2,0.2273,0.0896,0.37
8.48528137423857,0.2,0.197,0.2239,0.37
6.164414002968976,0.16,0.1515,0.2239,0.64
4.898979485566356,0.16,0.1515,0.2239,0.64
4.795831523312719,0.14,0.1364,0.194,0.86
5.0990195135927845,0.14,0.2121,0.0,0.86
3.605551275463989,0.14,0.1818,0.0896,0.93
1.0,0.16,0.197,0.0896,0.86
1.4142135623730951,0.16,0.1818,0.1045,0.86
1.0,0.16,0.1667,0.1642,0.93
3.605551275463989,0.16,0.1667,0.1642,0.93
5.0,0.16,0.1515,0.2537,0.93
6.48074069840786,0.16,0.1515,0.2537,0.93
6.708203932499369,0.16,0.1515,0.2537,0.93
7.937253933193772,0.18,0.2121,0.1045,0.86
8.18535277187245,0.2,0.2121,0.1642,0.8
8.717797887081348,0.2,0.197,0.2537,0.8
9.746794344808963,0.2,0.197,0.194,0.8
10.908712114635714,0.2,0.197,0.194,0.8
10.862780491200215,0.2,0.1818,0.2985,0.8
10.295630140987,0.2,0.1818,0.3881,0.8
10.488088481701515,0.2,0.1818,0.3881,0.75
9.219544457292887,0.18,0.1515,0.3881,0.8
8.18535277187245,0.18,0.1667,0.2985,0.8
8.306623862918075,0.18,0.1515,0.3284,0.74
7.681145747868608,0.18,0.1667,0.2985,0.74
7.211102550927978,0.16,0.1515,0.2537,0.8
7.211102550927978,0.16,0.1364,0.2985,0.8
7.0710678118654755,0.18,0.1667,0.2985,0.74
6.855654600401044,0.18,0.1667,0.2836,0.74
4.58257569495584,0.18,0.1667,0.2836,0.69
1.4142135623730951,0.16,0.1364,0.2836,0.8
1.7320508075688772,0.16,0.1515,0.2239,0.74
2.0,0.16,0.1515,0.2239,0.74
3.605551275463989,0.16,0.1515,0.2239,0.74
5.656854249492381,0.16,0.1515,0.2239,0.74
7.937253933193772,0.16,0.1515,0.2239,0.74
11.357816691600547,0.16,0.1364,0.2836,0.74
11.532562594670797,0.16,0.1515,0.2537,0.8
13.601470508735444,0.16,0.1515,0.2239,0.8
14.106735979665885,0.16,0.1818,0.1343,0.8
13.490737563232042,0.16,0.1667,0.1642,0.8
13.2664991614216,0.16,0.1515,0.194,0.8
12.449899597988733,0.16,0.1515,0.194,0.8
10.392304845413264,0.16,0.1818,0.1045,0.8
11.0,0.16,0.1818,0.1045,0.86
9.433981132056603,0.16,0.1818,0.1045,0.86
8.602325267042627,0.16,0.1667,0.1642,0.86
6.6332495807108,0.16,0.1818,0.1045,0.86
7.615773105863909,0.16,0.197,0.0896,0.93
6.082762530298219,0.16,0.1818,0.1045,0.93
4.358898943540674,0.18,0.2424,0.0,0.86
2.0,0.18,0.2121,0.1045,0.86
1.4142135623730951,0.18,0.2121,0.1045,0.86
1.0,0.18,0.2424,0.0,0.86
1.0,0.2,0.2576,0.0,0.8
4.358898943540674,0.2,0.2576,0.0,0.86
6.48074069840786,0.2,0.2576,0.0,0.86
11.045361017187261,0.2,0.2576,0.0,0.86
16.492422502470642,0.2,0.2121,0.1343,0.86
14.52583904633395,0.2,0.2273,0.0896,0.86
12.206555615733702,0.2,0.2576,0.0,0.93
7.874007874011811,0.2,0.2273,0.0896,0.93
7.874007874011811,0.22,0.2727,0.0,0.93
6.082762530298219,0.22,0.2576,0.0896,0.93
7.810249675906654,0.22,0.2273,0.194,0.93
8.602325267042627,0.22,0.2121,0.2239,1.0
11.045361017187261,0.24,0.2424,0.1642,0.93
16.61324772583615,0.24,0.2576,0.1045,0.96
16.792855623746664,0.24,0.2424,0.1343,0.93
14.832396974191326,0.26,0.2576,0.1642,0.93
13.0,0.26,0.2576,0.1642,1.0
10.954451150103322,0.26,0.2424,0.2836,1.0
8.246211251235321,0.26,0.2424,0.2836,1.0
